epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,62.9936,0,40.3421,0,0,0,0,0,0,66.4265,0,0.00027729,0.00027729,0.00027729
23,65.0002,0,40.1743,0,0,0,0,0,0,66.4079,0,0.000286864,0.000286864,0.000286864
24,67.0138,0,39.7473,0,0,0,0,0,0,66.4079,0,0.000296108,0.000296108,0.000296108
25,69.1666,0,39.6662,0,0,0,0,0,0,66.3538,0,0.000305021,0.000305021,0.000305021
26,71.3335,0,38.9235,0,0,0,0,0,0,66.3538,0,0.000313604,0.000313604,0.000313604
27,74.4469,0,39.1772,0,0,0,0,0,0,65.9525,0,0.000321858,0.000321858,0.000321858
28,82.6122,0,38.5354,0,0,0,0,0,0,65.9525,0,0.000329781,0.000329781,0.000329781
29,91.4674,0,38.2783,0,0,0,0,0,0,65.1323,0,0.000337374,0.000337374,0.000337374
30,101.306,0,38.1099,0,0,0,0,0,0,65.1323,0,0.000344637,0.000344637,0.000344637
31,110.97,0,37.6714,0,0,0,0,0,0,64.1257,0,0.00035157,0.00035157,0.00035157
32,114.49,0,36.7871,0,0,0,0,0,0,64.1257,0,0.000358173,0.000358173,0.000358173
33,116.53,0,36.8592,0,0,0,0,0,0,62.9777,0,0.000364446,0.000364446,0.000364446
34,118.536,0,36.1643,0,0,0,0,0,0,62.9777,0,0.000370389,0.000370389,0.000370389
35,120.557,0,36.5124,0,0,0,0,0,0,61.6783,0,0.000376002,0.000376002,0.000376002
36,122.495,0,35.5756,0,0,0,0,0,0,61.6783,0,0.000381285,0.000381285,0.000381285
37,124.495,0,35.5608,0,0,0,0,0,0,60.2375,0,0.000386237,0.000386237,0.000386237
38,126.52,0,37.973,0,0,0,0,0,0,60.2375,0,0.00039086,0.00039086,0.00039086
39,128.561,0,35.6031,0,0,0,0,0,0,58.8099,0,0.000395152,0.000395152,0.000395152
40,130.559,0,34.8681,0,0,0,0,0,0,58.8099,0,0.000399115,0.000399115,0.000399115
41,132.676,0,35.5807,0,0,0,0,0,0,57.3841,0,0.000402747,0.000402747,0.000402747
42,134.619,0,34.4953,0,0,0,0,0,0,57.3841,0,0.00040605,0.00040605,0.00040605
43,136.645,0,34.5274,0,0,0,0,0,0,55.419,0,0.000409022,0.000409022,0.000409022
44,138.859,0,34.1825,0,0,0,0,0,0,55.419,0,0.000411664,0.000411664,0.000411664
45,140.983,0,35.498,0,0,0,0,0,0,53.6039,0,0.000413976,0.000413976,0.000413976
46,143.001,0,33.6708,0,0,0,0,0,0,53.6039,0,0.000415958,0.000415958,0.000415958
47,145.038,0,34.3991,0,0,0,0,0,0,61.3264,0,0.00041761,0.00041761,0.00041761
48,147.159,0,33.5621,0,0,0,0,0,0,61.3264,0,0.000418932,0.000418932,0.000418932
49,149.336,0,33.4338,0,0,0,0,0,0,117.411,0,0.000419924,0.000419924,0.000419924
50,151.386,0,33.6815,0,0,0,0,0,0,117.411,0,0.000420586,0.000420586,0.000420586
51,153.791,0,33.1307,0,0,0,0,0,0,145.748,0,0.000420918,0.000420918,0.000420918
52,155.853,0,33.0588,0,0,0,0,0,0,145.748,0,0.000420919,0.000420919,0.000420919
53,157.807,0,33.5899,0,0,0,0,0,0,145.748,0,0.000420591,0.000420591,0.000420591
54,160.02,0,32.9092,0,0,0,0,0,0,184.39,0,0.000419932,0.000419932,0.000419932
55,162.035,0,32.6946,0,0,0,0,0,0,184.39,0,0.000418944,0.000418944,0.000418944
56,164.106,0,33.0449,0,0,0,0,0,0,184.39,0,0.000417625,0.000417625,0.000417625
57,166.205,0,32.9654,0,0,0,0,0,0,200.52,0,0.000415977,0.000415977,0.000415977
58,168.15,0,32.7759,0,0,0,0,0,0,200.52,0,0.000413998,0.000413998,0.000413998
59,170.131,0,32.4323,0,0,0,0,0,0,200.52,0,0.000411689,0.000411689,0.000411689
60,172.121,0,32.7517,0,0,0,0,0,0,106.896,0,0.00040905,0.00040905,0.00040905
61,174.134,0,32.4854,0,0,0,0,0,0,106.896,0,0.000406081,0.000406081,0.000406081
62,176.163,0,32.3793,0,0,0,0,0,0,106.896,0,0.000402782,0.000402782,0.000402782
63,178.244,0,32.6511,0,0,0,0,0,0,159.852,0,0.000399153,0.000399153,0.000399153
64,180.362,0,31.948,0,0,0,0,0,0,159.852,0,0.000395194,0.000395194,0.000395194
65,182.788,0,32.1668,0,0,0,0,0,0,159.852,0,0.000390905,0.000390905,0.000390905
66,185.011,0,32.1028,0,0,0,0,0,0,220.209,0,0.000386286,0.000386286,0.000386286
67,187.189,0,31.8348,0,0,0,0,0,0,220.209,0,0.000381336,0.000381336,0.000381336
68,189.17,0,31.9077,0,0,0,0,0,0,220.209,0,0.000376057,0.000376057,0.000376057
69,191.189,0,31.7807,0,0,0,0,0,0,189.763,0,0.000370447,0.000370447,0.000370447
70,193.25,0,31.5252,0,0,0,0,0,0,189.763,0,0.000364508,0.000364508,0.000364508
71,195.305,0,31.5396,0,0,0,0,0,0,189.763,0,0.000358238,0.000358238,0.000358238
72,197.311,0,31.7278,0,0,0,0,0,0,413.215,0,0.000351639,0.000351639,0.000351639
73,199.257,0,31.5913,0,0,0,0,0,0,413.215,0,0.000344709,0.000344709,0.000344709
74,201.163,0,31.5361,0,0,0,0,0,0,413.215,0,0.000337449,0.000337449,0.000337449
75,203.159,0,31.9592,0,0,0,0,0,0,665.038,0,0.000329859,0.000329859,0.000329859
76,205.133,0,31.6237,0,0,0,0,0,0,665.038,0,0.000321939,0.000321939,0.000321939
77,207.067,0,31.2266,0,0,0,0,0,0,665.038,0,0.000313689,0.000313689,0.000313689
78,209.277,0,31.2749,0,0,0,0,0,0,631.605,0,0.000305109,0.000305109,0.000305109
79,211.396,0,31.3831,0,0,0,0,0,0,631.605,0,0.000296199,0.000296199,0.000296199
80,213.311,0,31.2361,0,0,0,0,0,0,631.605,0,0.000286959,0.000286959,0.000286959
81,215.357,0,31.1149,0,0,0,0,0,0,592.095,0,0.000277389,0.000277389,0.000277389
82,218.049,0,31.4924,0,0,0,0,0,0,592.095,0,0.000267488,0.000267488,0.000267488
83,220.279,0,31.333,0,0,0,0,0,0,592.095,0,0.000257258,0.000257258,0.000257258
84,222.35,0,31.1224,0,0,0,0,0,0,215.364,0,0.000246698,0.000246698,0.000246698
85,224.325,0,30.8914,0,0,0,0,0,0,215.364,0,0.000235807,0.000235807,0.000235807
86,226.316,0,30.9411,0,0,0,0,0,0,215.364,0,0.000224587,0.000224587,0.000224587
87,228.35,0,31.0287,0,0,0,0,0,0,215.364,0,0.000213036,0.000213036,0.000213036
88,230.395,0,30.9301,0,0,0,0,0,0,75.1038,0,0.000201155,0.000201155,0.000201155
89,232.479,0,30.9349,0,0,0,0,0,0,75.1038,0,0.000188944,0.000188944,0.000188944
90,234.541,0,31.0518,0,0,0,0,0,0,75.1038,0,0.000176404,0.000176404,0.000176404
91,236.588,0,30.9187,0,0,0,0,0,0,75.1038,0,0.000163533,0.000163533,0.000163533
92,238.707,0,30.8096,0,0,0,0,0,0,60.697,0,0.000150332,0.000150332,0.000150332
93,240.76,0,30.5879,0,0,0,0,0,0,60.697,0,0.000136801,0.000136801,0.000136801
94,242.769,0,30.7009,0,0,0,0,0,0,60.697,0,0.00012294,0.00012294,0.00012294
95,244.735,0,30.7068,0,0,0,0,0,0,60.697,0,0.000108748,0.000108748,0.000108748
96,246.766,0,30.7582,0,0,0,0,0,0,54.8217,0,9.42272e-05,9.42272e-05,9.42272e-05
97,248.806,0,30.8856,0,0,0,0,0,0,54.8217,0,7.93759e-05,7.93759e-05,7.93759e-05
98,250.815,0,30.8609,0,0,0,0,0,0,54.8217,0,6.41945e-05,6.41945e-05,6.41945e-05
99,252.836,0,30.5863,0,0,0,0,0,0,54.8217,0,4.86831e-05,4.86831e-05,4.86831e-05
100,254.807,0,30.5433,0,0,0,0,0,0,53.5477,0,3.28416e-05,3.28416e-05,3.28416e-05
